,Workday,Time per Task,Defect Rate
0,0.357562774969,0.0364968197611,0.0666775492931
1,0.300275804306,0.0353292762216,0.063891130624
2,0.301039773284,0.0549915690548,0.0498284125494
3,0.290333328178,0.0462892157925,0.0469315426567
4,0.384305671286,0.050604636771,0.0644801210376
5,0.226415883743,0.0533898347956,0.0383542981694
6,0.30148938937,0.0720384643339,0.0401423533091
7,0.354591217635,0.0500030845564,0.0563245703158
8,0.253133770451,0.0467233181235,0.0433809089499
9,0.26142765518,0.0423927525165,0.0452385601857
10,0.285933196176,0.0791264580687,0.0387134316237
11,0.310600476123,0.0651553668653,0.0498167151421
12,0.259754409036,0.0413956178754,0.0489001024921
13,0.374885288318,0.0457046745205,0.0680406908273
14,0.267275882688,0.0512862906966,0.0413964415502
15,0.2599013774,0.0768658499293,0.0335372207432
16,0.142618244125,0.0581040656037,0.0248310313916
17,0.254280224837,0.0477955647314,0.0405993412881
18,0.323457342066,0.0541026496363,0.0504066764799
19,0.259051997841,0.031957553577,0.0584344576508
20,0.309360278489,0.0573997962168,0.0503291049565
21,0.31947955306,0.0550509145584,0.0470495498141
22,0.307775024364,0.0426079602879,0.0521065491252
23,0.247316936478,0.0598850037792,0.0396452643561
24,0.283804953701,0.0441952761487,0.0527683726121
25,0.40470052748,0.0389335813813,0.0732892560348
26,0.4051824677,0.0484703254817,0.0646006929616
27,0.393056514335,0.039468757498,0.0723894073686
28,0.440274501573,0.053391591858,0.066598963604
29,0.263616505497,0.0453022877787,0.0447163480561
30,0.241339093191,0.0467139366725,0.0382973153385
31,0.304491768829,0.0638423712667,0.0444165051252
32,0.355556698224,0.0643072599339,0.0514631487259
33,0.224482420671,0.0616093760149,0.0326343858131
34,0.223998202293,0.0626958323296,0.0269222174864
35,0.351362465713,0.0560416121586,0.0550229051714
36,0.371003522269,0.0556979691605,0.0593043215286
37,0.226219347954,0.0522824177428,0.0360388319007
38,0.28728784969,0.0563260283559,0.0415059691686
39,0.341142322397,0.0562405950786,0.0545235527065
40,0.280978485198,0.0450688344406,0.051140082235
41,0.354268885551,0.0622021043938,0.0561723980888
42,0.354503937531,0.0496942617002,0.0539764813558
43,0.279688172174,0.0599701861458,0.0412676926919
44,0.297888320361,0.0457927701461,0.0564761971178
45,0.346412364954,0.0579615521161,0.0547020791587
46,0.308452172723,0.0443424989899,0.0540223527938
47,0.175028124922,0.0634016628341,0.0290710786651
48,0.380507218655,0.0363790897361,0.0706532487167
49,0.288812711156,0.0521819117387,0.0451820262585
50,0.351704501332,0.0481112828669,0.0608960803597
51,0.272125117105,0.0412684112398,0.0484632667505
52,0.349142708022,0.0665514544457,0.0467268040781
53,0.324075310993,0.0542944314652,0.0546145894301
54,0.285975210379,0.0595606663697,0.0431984054042
55,0.338250595177,0.056103983607,0.0567144487412
56,0.280105886457,0.0541849837888,0.0417415305193
57,0.292772767157,0.0562047142483,0.0432366348359
58,0.294174669875,0.0357952682915,0.0576058580925
59,0.352851969319,0.0594173762409,0.0509141673594
60,0.325618379651,0.0537240884292,0.0507475346718
61,0.251115406176,0.0296715326662,0.0643019612805
62,0.32052936658,0.031589512532,0.0647160267464
63,0.332288101891,0.0639414378711,0.0487883316308
64,0.370600812006,0.0415681875316,0.0698019712792
65,0.281840090087,0.0374795047821,0.0523747988142
66,0.298962611617,0.0713576027981,0.0395127855478
67,0.253731749769,0.0545831073461,0.039152741766
68,0.275684201665,0.0493674834277,0.0465384826108
69,0.271043141763,0.0608205458853,0.0429983587109
70,0.338107594614,0.037089215739,0.0653126745246
71,0.351426048773,0.0527116758779,0.0578064277214
72,0.285796866103,0.031627317606,0.0618987652926
73,0.271955265696,0.0650443080036,0.0412613760639
74,0.274507440135,0.0445766835077,0.0450963823059
75,0.347841860356,0.0613989368571,0.0478733442782
76,0.355619391351,0.0568549136356,0.0566221300818
77,0.365018880576,0.0557615302744,0.0571960260921
78,0.257676777203,0.0539856892511,0.0415071713799
79,0.357582385502,0.0515268922369,0.0536866528298
80,0.378415789285,0.05699711968,0.0583624899546
81,0.306426780704,0.0393410250095,0.0571178053844
82,0.277575397561,0.0257650556762,0.0745443976345
83,0.297468938492,0.0390867657596,0.05281479283
84,0.300312009275,0.0522895337134,0.04633658684
85,0.260968406212,0.0405692702207,0.0477528814093
86,0.192482751726,0.0404915737044,0.0359651844075
87,0.227765114171,0.0440832037813,0.040402311136
88,0.315688372538,0.0521088327135,0.0507087213929
89,0.314128143786,0.066367965677,0.0432818045235
90,0.316331006279,0.0591675773195,0.0467602028315
91,0.30842841944,0.0359638993892,0.0543275558822
92,0.325060625601,0.0545716669296,0.0476438064894
93,0.27078175535,0.0484409610139,0.0500824893958
94,0.27209389242,0.036008151711,0.0536294050186
95,0.270949758872,0.0453905422335,0.0450687310973
96,0.330674836475,0.0532884240018,0.0504747171983
97,0.304261200141,0.0568899236226,0.0439533502134
98,0.32023157332,0.0222402489752,0.0915336935797
99,0.347489620094,0.0352456656604,0.0691346844541
100,0.308421546217,0.0544184839698,0.0478747783899
101,0.326365745095,0.0534881691766,0.0575491185954
102,0.289562342342,0.0573753713429,0.048958806203
103,0.378417456692,0.0489748773068,0.061879522481
104,0.340544772173,0.0558481364892,0.0562195519284
105,0.37496546113,0.0369296826136,0.071655322452
106,0.338177651442,0.0350282244881,0.0665767593089
107,0.275251529801,0.036490467774,0.054092852359
108,0.37863960567,0.0492770637092,0.0582216094216
109,0.214091010303,0.0635320117406,0.0354247295411
110,0.317771601756,0.0408785164575,0.0547252889863
111,0.276015131363,0.052932368446,0.0441588046997
112,0.358215990517,0.0453749160399,0.0609217181114
113,0.353695093533,0.053960187473,0.0602991515441
114,0.275321236379,0.0516733829925,0.0424424657924
115,0.318978041906,0.0512417116289,0.0447275199114
116,0.22832485966,0.0437682270839,0.0443901815916
117,0.298140467231,0.037956369819,0.0587453403708
118,0.395319655152,0.0350813866994,0.0807595374806
119,0.256993958727,0.0448847262561,0.0460436900608
120,0.311926932925,0.0569066648416,0.0523566386305
121,0.303202865997,0.0333474521544,0.06293691415
122,0.360089511083,0.0453944648957,0.0584172379473
123,0.274016434823,0.0606509901658,0.0380877707872
124,0.341359766316,0.0350534996864,0.0671781635803
125,0.277470666947,0.037895489676,0.0582190667801
126,0.305794120667,0.0378564622139,0.0599580609578
127,0.352247667305,0.0559101239624,0.0563073968565
128,0.356273795477,0.0691161885005,0.0468370137757
129,0.297175077379,0.0544857587517,0.0492837966118
130,0.377103718948,0.0339842138569,0.0732048315457
131,0.283806454338,0.0502076970312,0.0498224512728
132,0.273764256436,0.0582150716597,0.0401449861992
133,0.300794574466,0.0366187505654,0.0596188052951
134,0.312274533061,0.0679640100846,0.0429581484584
135,0.319472149291,0.0518394069876,0.0505367491995
136,0.265049775949,0.0585452638676,0.0427233526654
137,0.415115913279,0.0606203370629,0.0618325316618
138,0.383128517451,0.0471249871153,0.0656901370136
139,0.207755698863,0.0595044480426,0.031332146015
140,0.307290830649,0.057445296623,0.0452010834011
141,0.270060802134,0.0649431204584,0.0386737362577
142,0.209979003354,0.0395002980975,0.0428615750045
143,0.348917919249,0.0289651935606,0.0794785466462
144,0.405545929003,0.0482817095657,0.0619245646707
145,0.197133454694,0.0529703165743,0.0322786493941
146,0.258129183062,0.0544596887031,0.0415049711524
147,0.403502225492,0.0479340320091,0.0614547878065
148,0.316826380293,0.0684191947804,0.0479879763737
149,0.29532084286,0.0476966577259,0.048348690577
150,0.232126500907,0.0258048860071,0.069779773167
151,0.26049756882,0.0538827364338,0.0369004391999
152,0.236336615466,0.0611150964699,0.0350236522555
153,0.303700158331,0.0471193164802,0.0520279344564
154,0.331304361037,0.0427451655185,0.0608357043704
155,0.318619238223,0.0492954609518,0.0521892878838
156,0.223761109347,0.077791308485,0.0276140587618
157,0.327898422577,0.0622972630777,0.0447679228644
158,0.298893406005,0.040571338288,0.0531912823635
159,0.301601252122,0.0388730776196,0.0552278784845
160,0.268736934885,0.0305390088925,0.0637184709052
161,0.298697476103,0.0494419825098,0.0497803095281
162,0.284359000822,0.0317027416912,0.0595726140859
163,0.249386464286,0.0523039282185,0.0432685024434
164,0.270146396721,0.038288014374,0.0486367155537
165,0.260366474158,0.0538668846491,0.039094672022
166,0.275334241963,0.0406462674639,0.0522213669476
167,0.285418024729,0.0418055804684,0.055106997523
168,0.318729891347,0.0577827725993,0.0481042896183
169,0.325515618951,0.0282821478623,0.0755611351006
170,0.31955325841,0.0421755234461,0.0591760939214
171,0.372521385843,0.0558778512104,0.0566853875868
172,0.286495420389,0.054910908309,0.0462817169773
173,0.387388491904,0.0550742064,0.0631024006564
174,0.28034167823,0.0556304466382,0.0427887368431
175,0.239972661333,0.0567293468405,0.0325641181959
176,0.338633808656,0.0492176755293,0.0553063117063
177,0.305858064837,0.0512835421131,0.0469747221036
178,0.27706775185,0.0582059936718,0.0465356908883
179,0.283249028076,0.0711198497416,0.0359702457006
180,0.250945068836,0.0260721257356,0.0675850306934
181,0.229825111088,0.0378227802523,0.0469502199251
182,0.348692295612,0.0458718425785,0.0595470327125
183,0.31188080226,0.0522286265908,0.0502485318903
184,0.348630269416,0.047727486096,0.0567786174725
185,0.261951052463,0.0557709526587,0.0352712840561
186,0.367887025289,0.0453145912913,0.0639443016309
187,0.426851623916,0.0492559667862,0.0713916233989
188,0.31347959091,0.0594880252175,0.0442902814374
189,0.332759816118,0.0682422518266,0.0489741783645
190,0.303594292237,0.0544435352282,0.0436147520736
191,0.317938522731,0.0619472696095,0.0515661044411
192,0.322213588085,0.059526182124,0.0493693818053
193,0.301135663373,0.0249169663165,0.081472725797
194,0.336597059705,0.0540139624338,0.0513341727893
195,0.249209482899,0.043110291079,0.0461341507344
196,0.286597296715,0.0367850311656,0.0603655569892
197,0.288257677624,0.0504761543951,0.0422992189038
198,0.323736486537,0.0625850571489,0.0440170877504
199,0.35441885274,0.0387318694751,0.0619397466657
200,0.304567469285,0.0532946567835,0.0529533678712
201,0.292093311504,0.0685087553065,0.0401414741271
202,0.340721816719,0.0508057515861,0.0572092607307
203,0.303858798762,0.0620192329509,0.0484688360028
204,0.272077200594,0.0514615658169,0.0407985560486
205,0.27679989319,0.0633554454107,0.0391911039591
206,0.235820280577,0.0486612514497,0.0396861233453
207,0.243041392798,0.037959319729,0.0522384988792
208,0.226986155116,0.0404419490766,0.0399523402042
209,0.236656348672,0.0506927850547,0.0379684226368
210,0.323387762268,0.0528349011068,0.0480493994346
211,0.285952857093,0.0565880922833,0.0452186245182
212,0.23444723324,0.0532784885124,0.039300587886
213,0.284966999051,0.0437576494141,0.052026919561
214,0.240907645235,0.0507586792937,0.0392052509432
215,0.303364495811,0.0477690026755,0.053523811894
216,0.295783315112,0.0534920207897,0.0464258418723
217,0.277684619956,0.0559006359387,0.0416163479277
218,0.359665655933,0.0583758929811,0.0503350627149
219,0.279385402318,0.0629778503045,0.0419363231115
220,0.373235597149,0.0514294090366,0.0601574358203
221,0.307400980674,0.033088947878,0.0687415069161
222,0.291630010663,0.050078067879,0.0475317745914
223,0.272119355954,0.059895042045,0.042471007664
224,0.410523241991,0.0413759531039,0.0718938788445
225,0.352461039752,0.0621436163095,0.0539382201056
226,0.302686241702,0.0354471590064,0.055188461701
227,0.317716176111,0.0398241383244,0.0644109726068
228,0.282955262465,0.0434954107631,0.0543736086946
229,0.313395883977,0.0555149088967,0.0479488022864
230,0.307829346074,0.0479628288684,0.0527820813872
231,0.219730805364,0.0518779811025,0.0365350823636
232,0.19948875484,0.0449697323023,0.0316819545549
233,0.312085944357,0.052364396716,0.0500065259007
234,0.37045083519,0.045528238072,0.0636919494625
235,0.367833513177,0.0570556512361,0.051125331761
236,0.238234380263,0.0612753896928,0.0404830232983
237,0.338867210087,0.0608864376336,0.0481286652206
238,0.178640084907,0.0452015976897,0.035070462971
239,0.206205933129,0.0551595388719,0.0379762251236
240,0.32815530571,0.0377177569671,0.0609056802075
241,0.302906051933,0.0473900255817,0.0508237035564
242,0.219608883795,0.0655861171274,0.0309923079428
243,0.397808470388,0.074283907715,0.0526549900246
244,0.27198366557,0.044117819232,0.0450915483418
245,0.318775026343,0.0481600748971,0.0538866668879
246,0.277597517793,0.0594643017231,0.0352483509635
247,0.276324672983,0.0352522172251,0.0599004560675
248,0.338423004108,0.039544066291,0.0619025985747
249,0.279228118026,0.0460511057581,0.0493348344667
250,0.332153262044,0.0523391606803,0.0545351468138
251,0.323690939417,0.0369226921957,0.0606567624515
252,0.384988532654,0.0447224519328,0.0685440136145
253,0.371204003147,0.0431018318998,0.0673248880636
254,0.25733566812,0.0571220840248,0.0372633877268
255,0.256455841981,0.0566478123691,0.0401353144125
256,0.146591697539,0.048932058919,0.030752139166
257,0.321110916118,0.0471935721264,0.0558108769606
258,0.330767585522,0.0446903565714,0.0573361984762
259,0.280854691984,0.060456937014,0.0417446712418
260,0.246930181378,0.0563341925555,0.038352885419
261,0.317825418407,0.0517053386926,0.0502651422093
262,0.30926445241,0.0605431398685,0.0475840045143
263,0.267654764128,0.0456341101284,0.0476921632336
264,0.334627614808,0.0649519503085,0.0500198921512
265,0.363055359397,0.0533095468163,0.0522442145393
266,0.192331876278,0.0608967425216,0.0325223182598
267,0.343690917549,0.0572050591222,0.0529597752146
268,0.267628557231,0.0347490740852,0.0569377856656
269,0.301580291748,0.0565056179132,0.043909248879
270,0.224044239915,0.0393170947306,0.0466391534123
271,0.345515960668,0.0646667105519,0.0545376964271
272,0.259302022315,0.0663234599252,0.0381534772075
273,0.181313136583,0.0314583647707,0.0513736138976
274,0.317389477327,0.0439469232579,0.0585247184513
275,0.280445315847,0.0546317418669,0.0456341136374
276,0.338937846059,0.0401358697158,0.063409682106
277,0.3694370631,0.0528525011406,0.0675880001156
278,0.344650282604,0.0421187818601,0.0553481739563
279,0.239111555878,0.0528020949347,0.0398179659551
280,0.37548767225,0.0560612921863,0.0603171482448
281,0.29130601183,0.0410380143298,0.0515687837856
282,0.272604326491,0.0556180736418,0.0450526422305
283,0.29110035498,0.037991669731,0.0544563139849
284,0.203435543705,0.0276187946781,0.0603188590188
285,0.284668115494,0.0565533753022,0.0421710795746
286,0.311506548278,0.0540021899353,0.0510996046607
287,0.293899506996,0.0446685188386,0.0473547634581
288,0.279423123838,0.0510295282283,0.0429219224487
289,0.266629155609,0.0283728847165,0.067959212572
290,0.271248004459,0.0669740174271,0.0332770727835
291,0.262932288018,0.0384138384097,0.0494959017338
292,0.417842030021,0.0516032839986,0.0657638550133
293,0.295609523712,0.0775231124348,0.0417678623189
294,0.333131231472,0.0700243490861,0.0516535045312
295,0.343193249807,0.0468124326623,0.0591783689691
296,0.29026087097,0.0615433754238,0.0429435692603
297,0.401141147181,0.0793971776959,0.0585855871123
298,0.256495299614,0.061082155059,0.0418866855818
299,0.229593544245,0.0293233880127,0.0611451099702
300,0.218164379911,0.053292858484,0.0284906556566
301,0.262353821651,0.0410066293992,0.0510840678042
302,0.3165723101,0.0405838528511,0.058311038146
303,0.318010525463,0.0279928208873,0.0765251059824
304,0.316814253628,0.0371508678453,0.0588901235652
305,0.330998346334,0.034044925734,0.072144786187
306,0.381244776036,0.0512138432319,0.0571704849388
307,0.265132119368,0.0484228045103,0.0402740593721
308,0.338559105606,0.0508450983173,0.0499260021293
309,0.26515362075,0.0589278489756,0.0409131300922
310,0.135748839359,0.0459141475734,0.0331338055916
311,0.303554949845,0.0246204618249,0.08007280451
312,0.394486512557,0.0486813326241,0.0568976593042
313,0.351288327251,0.059973093901,0.054380648295
314,0.290060680119,0.0550998200296,0.035721452517
315,0.300151198277,0.0444613356994,0.0536737522604
316,0.298671814468,0.0375014957146,0.0563625318794
317,0.253813977876,0.0611189460966,0.0309868948104
318,0.329698755824,0.0457294218335,0.054653906246
319,0.31534596882,0.0446823365879,0.0584040012496
320,0.249872945814,0.0691425981579,0.0360786185441
321,0.220981338927,0.0396448067965,0.0417883524535
322,0.300489362629,0.0414467474172,0.0557510616765
323,0.366948709763,0.0596339130084,0.0571712070352
324,0.22253435394,0.045884283146,0.0346460808576
325,0.286805941077,0.0509931960129,0.054009704704
